
 ==================================================================================
 SPGL1_SLIM v. 46  (Tue, 14 Jun 2011) based on v.1017
 ==================================================================================
 No. rows              :      200      No. columns           :      512
 Initial tau           : 2.00e+01      Two-norm of b         : 1.56e-01
 Optimality tol        : 1.00e-04      Target one-norm of x  : 2.00e+01
 Basis pursuit tol     : 1.00e-06      Maximum iterations    :      600

  Iter      Objective   Relative Gap      gNorm   stepG    nnzX    nnzG
   322  9.2016255e-03  1.6186260e-04   3.27e-05     0.0     132       0
   323  8.7496816e-03  1.1782309e-02   5.86e-04    -0.3     104       0
   324  8.9282890e-03  9.9435773e-03   5.31e-04    -0.3     129       0
   325  8.9772472e-03  1.1032414e-02   5.57e-04    -0.3     138       0
   326  7.0290683e-03  2.3231470e-03   1.41e-04     0.0     121       0
   327  6.8514619e-03  8.2519981e-04   6.20e-05     0.0     120       0
   328  6.7999415e-03  7.6794779e-04   5.89e-05     0.0     120       0
   329  6.5929667e-03  1.3843169e-03   8.61e-05     0.0     132       0
   330  6.5959323e-03  1.0063304e-03   7.12e-05    -0.3     131       0
   331  6.5547126e-03  6.1324010e-04   4.86e-05     0.0     131       0
   332  6.5379300e-03  2.8584296e-04   3.32e-05     0.0     132       0
   333  6.5309950e-03  2.5091452e-04   3.12e-05     0.0     133       0
   334  6.4734894e-03  2.8850028e-04   3.29e-05     0.0     130       0
   335  6.4732042e-03  1.0942105e-03   7.11e-05    -0.3     130       0
   336  6.4599826e-03  4.9279733e-04   4.36e-05    -0.3     128       0
   337  6.4412896e-03  2.5027306e-04   3.00e-05     0.0     128       0
   338  6.4353617e-03  2.0544664e-04   2.81e-05     0.0     128       0
   339  6.4269647e-03  2.0232752e-04   2.78e-05     0.0     128       0
   340  6.3847098e-03  1.7069805e-03   1.06e-04     0.0     122       0
   341  6.3811654e-03  1.7235463e-03   1.01e-04    -0.3     121       0
   342  6.3338904e-03  9.5677767e-04   6.72e-05     0.0     123       0
   343  6.2861997e-03  1.4043382e-04   2.44e-05     0.0     122       0
   344  6.2821245e-03  1.4798735e-04   2.48e-05     0.0     122       0
   345  6.2651539e-03  1.5343036e-04   2.48e-05     0.0     122       0
   346  6.2398150e-03  9.7486660e-04   6.42e-05    -0.3     121       0
   347  6.2329645e-03  4.8448872e-04   4.22e-05    -0.3     122       0
   348  6.2201927e-03  3.1615176e-04   3.22e-05     0.0     122       0
   349  6.2138607e-03  1.6479096e-04   2.52e-05     0.0     122       0
   350  6.2119009e-03  1.6496390e-04   2.52e-05     0.0     122       0
   351  6.1560069e-03  3.9474539e-04   3.71e-05     0.0     118       0
   352  6.1906246e-03  1.2690287e-03   7.83e-05    -0.3     118       0
   353  6.1865838e-03  7.7292613e-04   5.71e-05     0.0     119       0
   354  6.1540300e-03  2.0973077e-04   2.68e-05     0.0     119       0
   355  6.1484168e-03  1.6353923e-04   2.49e-05     0.0     119       0
